employerName	normalizedClientId
WS - Rimini Street	993011686
MetLife - Kinaxis	993075116
Extensis PEO - Fuzion Sports LLC	993093982
freshbenies - Quick-Way Manufacturing, Inc	993066179
undefined	15411
MetLife - COLONY DISPLAY LLC	993097093
MetLife - Security Service Federal Credit Union	99121929
MetLife - JCJ BUSINESS CORPORATION INC.	993097241
MetLife - FRANTZ BUILDING SERVICES	993074219
MetLife - Janko Hospitality and JH Associate Management	993068270
Trinity Health	2014
Synchrony	16521
New Benefits - Water Tech, Inc.	993068486
freshbenies - Insight2Profit	993038016
MetLife - Envision Pharma	992323501
MetLife - Harmony Public Schools	992156769
MetLife - Dominion Energy	COMPASS8748
HCSC - H-E-B, LP	3242
MetLife - LANAIR PRODUCTS	993090293
WELLth Captive - Womencare Inc. dba FamilyCare	993016865
MetLife - Cambia Health Solutions	993042254
OSRAM SYLVANIA Inc	7265
Chickasaw Nation	993049826
MetLife - PAYMAX SERVICES INC.	993089108
Anthem - Wayne-Sanderson Farms	COMPASS10788
MetLife - St. Mary's Hospital At Amsterdam	992155292
GAF	17499
Extensis PEO - Pfingst & Company, Inc.	993091011
MetLife - CENTERPOINT PROPERTIES	993072824
MetLife - JOLT	993097244
MetLife - Marcegaglia Stainless Richburg, LLC	993092716
New Benefits - SightCall	993069512
GKN Aerospace	15355
MetLife - Butch's Rat Hole and Anchor Service Inc.	993100258
Extensis PEO - Current Rehabilitation Co LLC	993092407
MetLife - Rotan Independent School District	993090303
Extensis PEO - Toku Inc	993091979
MetLife - GOLDEN YEARS ADULT DAYCARE INC.	993099969
MetLife - Bartlett Cocke General Contractors	993013555
MetLife - University of Pittsburgh	99121334
MetLife - Midwest Air Technologies	993068222
freshbenies - RB Akins Company	993082112
Bel Brands USA	993047402
Extensis PEO - The J. Willard and Alice S. Marriott Foundation	993092217
Anthem - Boyd Gaming	COMPASS9793
Quad/Graphics	13244
NextEra Energy	4853
BlueKC - CrossFirst Holdings and Affiliates	993012376
MetLife - PRESBYTERIAN MANORS OF MID-AMERICA, INC.	992957941
Morningstar, Inc.	6495
MetLife - Vesuvius USA	992250279
MetLife - PACIFIC AVIATION CORPORATION	993081486
freshbenies - Fort Worth Lighting	993011443
Extensis PEO - Schwartz Sladkus Reich Greenberg Atlas LLP	993091822
Novartis	1697
WS - Voleon Capital Management LP	993093094
MetLife - Obsidian HR, Inc.	993073691
New Flyer	16907
MetLife - REGENT BANK	993084349
Test Employer â€“ Car Area	14115
Media Logic USA LLC	993016147
freshbenies - DM Seeding Services, LLC	993090589
MetLife - SIERRA WEST FINISH INC	993097397
MetLife - Wray Community Hospital	993088650
MetLife - Human Services Center	993082487
Thomson Reuters	6957
Molnlycke	993040579
MetLife - SHADOW MOUNTAIN MANAGEMENT DBA HILDEBRAND CARE CEN	993097396
Extensis PEO - GlassRoots Inc.	993091028
CannonDesign	35983
MetLife - SALIENSE CONSULTING LLC	993097319
Extensis PEO - Trollback & Company, Inc	993091561
MetLife - VENTURA MED STAFF	993097435
Momar Inc.	993038144
L'OrÃ©al USA/SalonCentric	8008
University System of Georgia	16528
freshbenies - FORCAM	993077775
Extensis PEO - General Vision Services LLC	993091823
Crown Equipment Corporation	16504
Extensis PEO - Techwise Group, Inc	993091186
MetLife - MedHQ LLC	993010347
Estee Lauder Companies	5317
MetLife - The Resourcing Solutions Group Inc	993088689
MotorCity Casino Hotel	993045258
Weber-Stephen Products LLC	17540
PAL - 9 Star Logistics LLC	993068481
MetLife - Patron Technology	993070850
GE Aerospace	17678
Extensis PEO - PL3 Capital	993100596
undefined	84238
WELLth Captive - Meyer Contracting Inc	993037765
freshbenies - GANTT HOMES	993093976
ALIGHT	16581
Twin Rivers Pine Bluff	993048657
MetLife - Lettuce Entertain You Enterprises	99117080
United Rentals Inc	15411
freshbenies - AboveAir Technologies	993070196
Fifth Third Bancorp	145
Extensis PEO - Aterian Group, Inc.	993091589
Extensis PEO - Institute for Citizens & Scholars	993093979
Mastery Charter Schools	993051153
freshbenies - Tepco, LLC	993011653
freshbenies - The Daily Java	993075764
freshbenies - Bruce Walters	14065
freshbenies - Advantage Mechanical	993093941
City of Owasso	992008755
MetLife - Vested HR	993067891
Extensis PEO - All-System Aerospace International Inc.	993091556
MetLife - ValueHealth LLC	993068383
MetLife - Peninsula Regional Medical Center	993043109
Extensis PEO - Smart Roofs Solar Inc	993091202
MetLife - FusionZone Automotive LLC	993069868
MetLife - Achieve Cybersecurity Holdings	993082519
freshbenies - Project Services Group, Inc.	993011665
MetLife - ASSEMBLY SOFTWARE LLC	993097062
Mann Lake LTD	993068484
freshbenies - SkillsUSA	993070770
Mentholatum	993013808
MetLife - Technology Service Corporation	993093830
Veritex Community Bank	993027381
undefined	8371
MetLife - Payrolling Partners Inc	993068338
Alorica	16930
MetLife - RE:Build Manufacturing, LLC	993097850
New Benefits - Peloton Land Solutions	993030404
MetLife - Partner Reinsurance Company of The U.S.	992430509
MetLife - Arp Independent School District	993078498
MetLife - HANDI QUILTER, INC.	993082815
FedEx Umbrella	COMPASS9955
MetLife - PSA Airlines	993033484
Extensis PEO - Stride Consulting, LLC	993091770
MetLife - Sergeants Benevolent Association	993075127
MetLife - New WinCup Holdings, Inc.	992156239
Prestage Farms	993038527
DENTSPLY International	99104834
AFGlobal Corporation	COMPASS9864
MetLife - Resideo Technologies, Inc	16647
MetLife - BAYLEY SENIOR CARE	993097066
freshbenies - Brick Haulers	993011424
freshbenies - Impact Journey School	993072587
MetLife - Epsilyte LLC	993020010
freshbenies - Clarion Events	993068154
MetLife - Uniformed Professional Fire Fighters of Connecticu	993089537
Experian	8397
HCSC - Apache Corporation	99104644
freshbenies - Oklahoma Motorcars	993089601
MetLife - Ericsson	99105731
Pinnacol Assurance	993010600
MetLife - FAMILY ADULT AND CHILD THERAPIES	993068115
freshbenies - G Sailer Inc dba Sailer Benefit Services Inc	993099848
undefined	16678
MetLife - Fuchs Corporation	992994338
MetLife - Progress Residential	993051768
Extensis PEO - Dove Hospice Services of New Jersey LLC	993092545
MetLife - Farmers & Merchants Bank	993008475
freshbenies - Grace Covenant Academy	993037720
MetLife - Texas Biomedical Research Institute	992014925
MetLife - Pure Power Engineering Inc.	993097301
New Benefits - 365 Connect	993037768
Solvay America	5077
Extensis PEO - dck Worldwide Group, LLC	992153739
MetLife - Fagan, Friedman and Fulfrost, LLP	993045071
MetLife - Trystar	993067893
freshbenies - JDA TSG	993082311
Town of Highland Park	993012865
Hanger	14581
MetLife - Sunrise Treatment Center	993078524
MetLife - Little City	993042235
Campbell	1955
MetLife - CENTER FOR EXCELLENCE IN EYE CARE PA	993069504
MetLife - Edgewell	992595575
Extensis PEO - RAARE SOLUTIONS LLC	12868
MetLife - City of Independence	992158614
MetLife - QUARRYVILLE PRESBYTERIAN RETIREMENT COMMUNITY	993088643
MetLife - CORDILLERA RANCH CLUB MANAGEMENT	993092707
Extensis PEO - Metacomet Construction LLC	993100392
MetLife - JERVEY EYE GROUP P.A.	993084187
IGH	992603506
MetLife - CHIPPEWA COUNTY	993067883
Extensis PEO - TDI Compliance LLC	993091765
freshbenies - Silver City Brewing	993066926
MetLife - Pacific Southwest Container LLC	993097287
HCSC - Triad National Security, LLC	99115887
New Benefits - New Hope Christian School	993066923
The Lint Companies	993012280
Extensis PEO - Americo Group	993080975
Chevron Phillips Chemical	16127
MetLife - JANEL GROUP INC.	993084186
BHP Billiton	3228
MetLife - Overland Sheepskin Co., Inc.	993086076
freshbenies - Health Services of North Texas	993011628
MetLife - Pleasant Hill R	993015978
MetLife - Progressive Leasing	993030631
MetLife - Team Inc.	991123920
undefined	17520
MetLife - ZEST DENTAL SOLUTIONS	993084716
freshbenies - Lord Baltimore Capital Corporation	992012194
MetLife - FT Precision	993016727
freshbenies - The Hunter Group	993068510
Community Consolidated School District 21	991132619
MetLife - DanoneWave Public Benefit Corporation-Colorado	993010471
Scheef & Stone L.L.P.	993012490
MetLife - Research Innovations Inc.	993084243
freshbenies - Brian Goetz Insurance Agency	993083030
RSA Security LLC	17475
freshbenies - Fee, Smith, Sharp, & Vitullo LLP	993034111
MetLife - Serta Simmons Bedding	993047544
Total Wine & More	16898
freshbenies - Omnyon, LLC	993081782
New Benefits - City Facilities Massachusetts	993051933
CSL Behring	16568
Milliman	10126
MetLife - RYAN FIREPROTECTION INC.	993084248
New Benefits - CMS Payments Intelligence, Inc.	993069807
MetLife - Herriman City	993030908
MetLife - Brazen Technologies	993078223
Matthews International	16921
MetLife - PENNY PLATE	993100592
freshbenies - United Way of Metropolitan Nashville	993080794
undefined	15125
PAL - Caring First Home Health, LLC	993024505
MetLife - SOHDENTAL, LLC	993082837
freshbenies - MercyMe	993033530
MetLife - Armstrong World Industries	99105793
MetLife - Igloo Products Corporation	993051069
MetLife - Xperi	993015628
New Benefits - Lamb-Star Engineering	993013428
MetLife - The Hiller Companies	993073379
MetLife - Humble Independent School District	991083092
freshbenies - North Texas Bells - FS	993033297
MetLife - COMPUTYPE INC	993084120
MetLife - WALKER MANUFACTURING GROUP LLC	993097440
MetLife - Jerry Pate Turf & Irrigation	993100618
PAL - Celaya Contracting	993016202
MetLife - Tamiami Ford	993080744
Kyndryl	17602
G6 Hospitality LLC	10625
Anthem - GXO Logistics Inc.	COMPASS10763
freshbenies - Arbor Staffing	993071165
Extensis PEO - Vytalize Health Inc	993091944
Extensis PEO - Blue Ridge Spirits Marketing, LLC	993091613
MetLife - Rinker Design Associates	993074244
Extensis PEO - B Boys, Inc.	993091393
Roof Management Inc.	993040199
MetLife - BridgeBio	993068178
Fresenius Medical Care NA	7378
	982
MetLife - Bachman Roofing Building and Remodeling	993084093
SimplePay - SimplePay Health	993011498
City of Santa Monica	
Anthem - Intercontinental Exchange Inc	COMPASS9994
MetLife - National Oilwell Varco	99106976
undefined	993067125
MetLife - County of Montgomery - IN	993097470
freshbenies - ASINPA	993093973
MetLife - National Technology and Engineering Solutions of Sandia, LLC (NTESS)	99102960
Goldman Sachs	2491
MetLife - First International Bank & Trust	993078944
MetLife - KB Home	99106812
MetLife - EULA INDEPENDENT SCHOOL DISTRICT	993090282
Rolls-Royce North America	7931
undefined	993017352
MetLife - Fairview Health Services	993051017
MetLife - AUXILIOR CAPITAL PARTNERS INC	993084333
MetLife - Rest Haven Illiana Christian Convalescent Home	991133039
freshbenies - Sullivan Motor Company	993086182
MetLife - SMILEY TECHNOLOGIES INC	993084865
Extensis PEO - Hach Rose Schirripa & Cheverie Llp	993091183
Prudential Financial	5434
Invited Clubs	993011433
MetLife - Agile Defense, Inc.	993008139
undefined	71139
MetLife - Q'APEL MEDICAL INC.	993097302
MetLife - Provident Health Care Management	993082515
MetLife - Christy Sports LLC	993088625
Momentum	993078368
Extensis PEO - Boris Benic And Associates LLP	993091022
Extensis PEO - Aruna Bio, Inc.	993091614
MetLife - EL PASO COMMUNITY MHMR DBA EMERGENCE HEALTH NETWOR	993084136
Modern Art Museum of Ft Worth	993012086
freshbenies - WEJO OF CALIFORNIA	993081743
MUFG Bank, Ltd.	14086
New Benefits - McFarland Oil, LLC	993070834
MetLife - Sanofi-Aventis US LLC	993064808
freshbenies - Guardian Angel Homes	993100108
undefined	10557
undefined	993082311
FTI Consulting	16593
MetLife - Medical Technology Associates Inc	993069872
Takeda Pharmaceuticals USA	8782
MetLife - Blue Cap	993081388
MetLife - GROVEPORT MADISON LOCAL SCHOOL DISTRICT	993093822
MetLife - Halliburton Company - US	99119390
VRX Global	993018012
MetLife - Fair Oaks Farms, LLC	993039667
MetLife - TIGERGRAPH, INC.	993081494
undefined	993006203
Extensis PEO - Surface Design Consultants LLC	993090805
MetLife - Current Lighting Holdco, Inc.	993073630
State Farm	1283
Corning Incorporated	99101284
MetLife - EverBank	993046309
Extensis PEO - Profitness Physical Therapy Pc	993091367
New Benefits - Wholesale Electric Supply Company, Inc	993084362
freshbenies - Phoenix Academy of Art and Science	993089555
Extensis PEO - VISIONARY 360, INC.	993094162
New Benefits - Arnold Grounds	993072820
PAL - Food Management	993024024
Phoenix	2248
MetLife - Burgerfi	993079736
New Benefits - City Facilities 7-11	993052062
MetLife - J & J EXTERMINATING COMPANY OF ALEXANDRIA	993093859
MetLife - Harwood International	993068139
Brighthouse Financial	16847
Westinghouse Electric Company	8101
New Benefits - Allison Smith	993024299
MetLife - Maybourne Beverly Hills Operator, LLC	993073672
Extensis PEO - South Jersey Skin Care & Laser Center, PC	993091416
Teachers Insurance and Annuity Association of America	16896
Anthem - Generac Power Systems	COMPASS10462
Lamb Weston	16591
MUFG Union Bank, N.A	14086
freshbenies - Spiars Engineering	993017326
freshbenies - Verto Solutions	993070917
MetLife - IDM APARTMENTS	993084175
New Benefits - A2Z Sync	993074177
MetLife - GOLD MECHANICAL INC	993081476
undefined	993077774
freshbenies - Ron the Sewer Rat	993011380
The Auto Club Group	6841
freshbenies - Crazy Richards	993037855
Greif	2558
MetLife - PCG International	993080740
MetLife - SPRING GROVE CEMETERY & ARBORETUM	993084265
Mount Olivet Cemetery Association Inc	993013294
Testy McTester	993016779
Extensis PEO - Flourish Research Acquisition LLC	993092569
freshbenies - Clark Iron & Metal	993076952
MetLife - Bayshore Properties Inc	993078220
MetLife - RESOURCE SYSTEMS GROUP INC.	993097308
MetLife - CISION US, INC.	992954663
freshbenies - Insight Catastrophe Group, LLC	993033262
MetLife - RADIOLOGY PARTNERS INC.	993067903
Piedmont	16739
MetLife - Howard Brown Health	993066907
MetLife - FISHER & PAYKEL HEALTHCARE INC.	993097121
MetLife - North Kansas City Beverage	993076733
MetLife - Donlen LLC	993073052
WELLth Captive - Tempo, Inc.	993018888
undefined	5785
MetLife - Donsco, Inc.	993100283
Alight Worklife Sales	993078025
Alight Solutions	33940
freshbenies - FUFILD, LLC	993099821
MetLife - Grand Rounds	992635999
MetLife - Greater East Texas Community Action Program	993068704
freshbenies - Wrightson, Johnson, Haddon & Williams	993011624
freshbenies - JFE Legacy	993034105
PAL - COUNTY OF YUBA	992154697
Extensis PEO - DDPYOGA, Inc.	993094005
C&L Water	993069735
Graphic Packaging International	1634
MetLife - ChildServe	993087242
Extensis PEO - Council Oaks Partners	993100190
Murchison Oil & Gas, Inc.	993037668
foundever	993039820
freshbenies - Bailey Farms	993033752
Safelite Group	16570
BlueKC - Axiom Impressions, LLC	993017955
MetLife - HP HOTELS	993084172
MetLife - Tacoma Professional Firefighters IAFF Local 31	993073722
freshbenies - Paragon Environmental LLC	993084614
Extensis PEO - Greenbriar Equity Group LLC	992009857
Extensis PEO - Omega Pharmacy Group LLC	993092411
MetLife - FEEDING TAMPA BAY, INC.	993072832
Abbvie	16449
CNH Industrial America LLC	16766
Alpine Banks of Colorado	993012289
MetLife - Perfect Plastic Printing Corp	993082828
MetLife - WMC Holdings	993069795
freshbenies - USA for UNHCR - The UN Refugee Agency	993070177
MetLife - Rooms To Go, Inc.	991123738
MetLife - Mercury Systems	993072902
freshbenies - xlrINT LLC	993034559
MetLife - Omega Systems Consultants LLC.	993097281
freshbenies - Jerry Savelle Ministries	993037713
freshbenies - Ataraxis NV	992949686
GovCIO	17583
MetLife - TTEC	8599
freshbenies - Premier Imaging Ventures	993011746
MetLife - Thomaston Upson County Schools	993073730
MetLife - Nelson Worldwide	993078972
Extensis PEO - Motive Partners Gp	993083283
MetLife - LUPE HOLDINGS LP DBA LUPE TORTILLA	993088291
MetLife - Red Hat Inc	993033106
CJ Logistics	13256
The Hartford Financial Services Group Inc.	1007
OC Tanner	99117389
Extensis PEO - Alternative Investment Management LLC	993092580
MetLife - UT-Battelle, LLC	99120774
MetLife - ADVANCED NUTRIENTS US LLC	993088286
MetLife - THE YOUNG WOMENS CHRISTIAN ASSOCIATION DBA YWCA CO	993088875
Onity	993050491
MetLife - Kuno Creative Group Inc	993082818
freshbenies - Cannonball Trucking Inc	993033906
MetLife - US Anesthesia Partners	992923171
Extensis PEO - David Bowler LLC	993091637
Southern Ohio ESC	993021532
Kearney	99107069
MetLife - Douglas School District	993086067
MetLife - Stater Bros. Holdings	99120354
undefined	6773
MetLife - MUSKINGUM UNIVERSITY	993084211
MetLife - Nodak Mutual	992543603
New Benefits - Surgical Associates of Grinnell	993034608
Extensis PEO - Geomark Research	993093288
freshbenies - Ray Givens Insurance and Financial Services, Inc.	993093573
MetLife - NOORDA COLLEGE OF OSTEOPATHIC MEDICINE	993097276
Siemens Energy Canada Limited	17640
freshbenies - AMJ Services, LLC	993100556
MetLife - ServiceOne Inc.	31424
Wella Company	993067488
freshbenies - DeLucca Fence Company, Inc.	993081347
FLEXcon	993044676
Extensis PEO - Ridgetop	993087203
MetLife - Psalm 127 LLC	993081951
freshbenies - Language World Services, Inc.	993082403
freshbenies - Falk Harrison	993078564
Teck American	993051014
MetLife - InMoment	993029942
